SampleID,A2M,ABCB1,ABL1,ACE2,ADA,ADIPOQ,ADORA2A,AICDA,AIRE,AKT3,ALCAM,AMBP,AMICA1,ANP32B,ANXA1,APOA1,APOE,APP,ARG1,ARG2,ATF1,ATF2,ATG10,ATG12,ATG16L1,ATG5,ATG7,ATM,AXL,BAGE,BATF,BAX,BCL10,BCL2,BCL2L1,BCL6,BID,BIRC5,BLK,BLNK,BMI1,BST1,BST2,BTK,BTLA,C1QA,C1QB,C1QBP,C1R,C1S,C2,C3,C3AR1,C4B,C4BPA,C5,C6,C7,C8A,C8B,C8G,C9,CAMP,CARD11,CARD9,CASP1,CASP10,CASP3,CASP8,CCL1,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL24,CCL25,CCL26,CCL27,CCL28,CCL3,CCL3L1,CCL4,CCL5,CCL7,CCL8,CCND3,CCR1,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR9,CCRL2,CD14,CD160,CD163,CD164,CD180,CD19,CD1A,CD1B,CD1C,CD1D,CD1E,CD2,CD200,CD207,CD209,CD22,CD24,CD244,CD247,CD27,CD274,CD276,CD28,CD33,CD34,CD36,CD37,CD38,CD3D,CD3E,CD3EAP,CD3G,CD4,CD40,CD40LG,CD44,CD46,CD47,CD48,CD5,CD53,CD55,CD58,CD59,CD6,CD63,CD68,CD7,CD70,CD74,CD79A,CD79B,CD80,CD81,CD83,CD84,CD86,CD8A,CD8B,CD9,CD96,CD97,CD99,CDH1,CDH5,CDK1,CDKN1A,CEACAM1,CEACAM6,CEACAM8,CEBPB,CFB,CFD,CFI,CFP,CHIT1,CHUK,CKLF,CLEC4A,CLEC4C,CLEC5A,CLEC6A,CLEC7A,CLU,CMA1,CMKLR1,CMV UL83,COL3A1,COLEC12,CR1,CR2,CREB1,CREB5,CREBBP,CRP,CSF1,CSF1R,CSF2,CSF2RB,CSF3,CSF3R,CST3,CT45A1,CTAG1B,CTAGE1,CTCFL,CTLA4,CTSG,CTSH,CTSL,CTSS,CTSW,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,CYBB,CYFIP2,CYLD,DDX43,DDX58,DEFB1,DMBT1,DOCK9,DPP4,DUSP4,DUSP6,EBI3,EBV LMP2,ECSIT,EGR1,EGR2,ELANE,ELK1,ENG,ENTPD1,EOMES,EP300,EPCAM,ETS1,EWSR1,F12,F13A1,F2RL1,FADD,FAS,FCER1A,FCER1G,FCER2,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FEZ1,FKBP14,FLT3,FLT3LG,FN1,FOS,FOXJ1,FOXP3,FPR2,FUT5,FUT7,FYN,GAGE1,GATA3,GNLY,GPI,GTF3C1,GZMA,GZMB,GZMH,GZMK,GZMM,HAMP,HAVCR2,HCK,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-E,HLA-G,HMGB1,HRAS,HSD11B1,ICAM1,ICAM2,ICAM3,ICAM4,ICOS,ICOSLG,IDO1,IFI16,IFI27,IFI35,IFIH1,IFIT1,IFIT2,IFITM1,IFITM2,IFNA1,IFNA17,IFNA2,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNL1,IFNL2,IGF1R,IGF2R,IGLL1,IKBKB,IKBKE,IKBKG,IL10,IL10RA,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,IL16,IL17A,IL17B,IL17F,IL17RA,IL17RB,IL18,IL18R1,IL18RAP,IL19,IL1A,IL1B,IL1R1,IL1R2,IL1RAP,IL1RAPL2,IL1RL1,IL1RL2,IL1RN,IL2,IL21,IL21R,IL22,IL22RA1,IL22RA2,IL23A,IL23R,IL24,IL25,IL26,IL27,IL2RA,IL2RB,IL2RG,IL3,IL32,IL33,IL34,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL8,IL9,ILF3,INPP5D,IRAK1,IRAK2,IRAK4,IRF1,IRF2,IRF3,IRF4,IRF5,IRF7,IRF8,IRGM,ISG15,ISG20,ITCH,ITGA1,ITGA2,ITGA2B,ITGA4,ITGA5,ITGA6,ITGAE,ITGAL,ITGAM,ITGAX,ITGB1,ITGB2,ITGB3,ITGB4,ITK,JAK1,JAK2,JAK3,JAM3,KDR,KIR3DL1,KIR3DL2,KIR3DL3,KIR_Activating_Subgroup_1,KIR_Activating_Subgroup_2,KIR_Inhibiting_Subgroup_1,KIR_Inhibiting_Subgroup_2,KIT,KLRB1,KLRC1,KLRC2,KLRD1,KLRF1,KLRG1,KLRK1,LAG3,LAIR2,LAMP1,LAMP2,LAMP3,LBP,LCK,LCN2,LCP1,LGALS3,LIF,LILRA1,LILRA4,LILRA5,LILRB1,LILRB2,LILRB3,LRP1,LRRN3,LTA,LTB,LTBR,LTF,LTK,LY86,LY9,LY96,LYN,MAF,MAGEA1,MAGEA12,MAGEA3,MAGEA4,MAGEB2,MAGEC1,MAGEC2,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K5,MAP3K7,MAP4K2,MAPK1,MAPK11,MAPK14,MAPK3,MAPK8,MAPKAPK2,MARCO,MASP1,MASP2,MAVS,MBL2,MCAM,MCU,MEF2C,MEFV,MERTK,MFGE8,MICA,MICB,MIF,MME,MNX1,MPPED1,MR1,MRC1,MS4A1,MS4A2,MSR1,MST1R,MUC1,MX1,MYD88,NCAM1,NCF4,NCR1,NEFL,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NKG7,NLRC5,NLRP3,NOD1,NOD2,NOS2A,NOTCH1,NRP1,NT5E,NUP107,OAS3,OSM,PASD1,PAX5,PBK,PDCD1,PDCD1LG2,PDGFC,PDGFRB,PECAM1,PIK3CD,PIK3CG,PIN1,PLA2G1B,PLA2G6,PLAU,PLAUR,PMCH,PNMA1,POU2AF1,POU2F2,PPARG,PPBP,PRAME,PRF1,PRG2,PRKCD,PRKCE,PRM1,PSEN1,PSEN2,PSMB10,PSMB7,PSMB8,PSMB9,PSMD7,PTGDR2,PTGS2,PTPRC,PVR,PYCARD,RAG1,REL,RELA,RELB,REPS1,RIPK2,ROPN1,RORA,RORC,RPS6,RRAD,RUNX1,RUNX3,S100A12,S100A7,S100A8,S100B,SAA1,SARS-CoV-2_M,SARS-CoV-2_N,SARS-CoV-2_S,SBNO2,SELE,SELL,SELPLG,SEMG1,SERPINB2,SERPING1,SH2B2,SH2D1A,SH2D1B,SIGIRR,SIGLEC1,SLAMF1,SLAMF6,SLAMF7,SLC11A1,SMAD2,SMAD3,SMPD3,SOCS1,SPA17,SPACA3,SPANXB1,SPINK5,SPN,SPO11,SPP1,SRC,SSX1,SSX4,ST6GAL1,STAM,STAT1,STAT2,STAT3,STAT4,STAT5B,STAT6,SYCP1,SYK,SYT17,TAB1,TAL1,TANK,TAP1,TAP2,TAPBP,TARP,TBK1,TBX21,TCF7,TFE3,TFEB,TFRC,TGFB1,TGFB2,THBD,THBS1,THY1,TICAM1,TICAM2,TIGIT,TIRAP,TLR1,TLR10,TLR2,TLR3,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TMEFF2,TNF,TNFAIP3,TNFRSF10B,TNFRSF10C,TNFRSF11A,TNFRSF11B,TNFRSF12A,TNFRSF13B,TNFRSF13C,TNFRSF14,TNFRSF17,TNFRSF18,TNFRSF1A,TNFRSF1B,TNFRSF4,TNFRSF8,TNFRSF9,TNFSF10,TNFSF11,TNFSF12,TNFSF13,TNFSF13B,TNFSF14,TNFSF15,TNFSF18,TNFSF4,TNFSF8,TOLLIP,TP53,TPSAB1,TPTE,TRAF2,TRAF3,TRAF6,TREM1,TREM2,TTK,TXK,TXNIP,TYK2,UBC,ULBP2,USP8,USP9Y,VCAM1,VEGFA,VEGFC,VWF,XCL2,XCR1,YTHDF2,ZAP70,ZNF205
PX-45,19.79,184.48,117.89,22.92,177.93,42.57,124.44,19.79,19.79,542.53,161.56,19.79,7415.36,2739.96,2084.99,19.79,19.79,669.16,135.36,21.83,322.03,573.1,48.03,24.02,227.06,234.7,450.84,39.3,19.79,19.79,94.97,654.97,859.1,281.64,36143.45,1566.47,103.7,29.47,43.66,68.77,264.17,1586.12,365.69,403.9,530.53,19.79,19.79,592.75,19.79,19.79,30.57,19.79,67.68,24.02,19.79,43.66,19.79,19.79,19.79,22.92,19.79,19.79,44.76,296.92,36.02,1222.61,61.13,269.63,2702.84,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.92,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,37.11,43.66,127.72,2559.84,19.79,25.11,596.02,826.35,629.86,909.32,100.43,127.72,193.22,344.95,19.79,88.42,1893.96,67.68,92.79,1447.48,215.05,230.33,33.84,19.79,144.09,270.72,19.79,258.71,50.21,19.79,19.79,384.25,130.99,368.97,882.03,412.63,38.21,19.79,277.27,103.7,19.79,1376.53,292.55,121.17,949.71,973.72,43.66,397.35,778.32,234.7,200.86,2357.89,4525.84,2138.48,996.65,562.18,9334.42,31.66,1132.01,645.15,252.16,1559.92,466.12,252.16,19.79,5450.44,626.59,692.09,24.02,1295.75,144.09,670.25,199.77,153.92,143,517.43,1026.12,3895.98,1628.69,98.25,30.57,19.79,234.7,63.31,26.2,19.79,1484.6,31.66,924.6,21.83,812.16,32.75,316.57,1003.2,545.81,77.5,42.57,19.79,621.13,19.79,19.79,149.55,19.79,27.29,19.79,1735.67,57.86,906.04,1147.29,26.2,19.79,41.48,33.84,19.79,2742.14,19.79,8013.56,1955.09,19.79,24.02,19.79,19.79,105.89,19.79,665.89,79.69,19622.91,409.36,19.79,1202.96,126.63,27.29,19.79,19.79,19.79,19.79,134.27,27.29,21.83,209.59,26.2,288.19,22.92,1450.76,8797.34,82.96,3415.67,111.34,52.4,1981.29,1592.67,1665.81,19.79,406.08,19.79,19.79,283.82,136.45,28.38,1717.11,19.79,19.79,322.03,19.79,19.79,19.79,45.85,61.13,354.78,40.39,954.07,19.79,3827.21,731.38,22.92,4282.41,94.97,34.93,58.95,814.35,1173.49,197.58,87.33,5662.22,253.26,19402.4,34.93,87.33,36.02,728.11,19.79,970.45,19.79,42.57,1773.88,19.79,308.93,1350.33,19.79,25.11,887.48,339.49,164.83,684.44,630.95,264.17,378.79,101.52,19.79,165.93,2665.73,14538.16,20993.98,9503.62,435.56,1082.88,222.69,1683.27,3762.8,19.79,19.79,8345.41,5050.91,2276.02,19.79,11391.03,3947.29,769.59,43.66,25.11,206.32,455.2,4176.53,57.86,121.17,69.86,66.59,1133.1,450.84,113.53,165.93,384.25,862.38,7472.12,18347.9,19.79,19.79,19.79,26.2,19.79,199.77,1555.55,19.79,32.75,1698.56,19.79,19.79,682.26,935.52,19.79,181.21,234.7,249.98,22.92,1876.49,19.79,30.57,25.11,19.79,96.06,26.2,29.47,1328.5,19.79,51.31,334.03,2974.66,19.79,19.79,19.79,1133.1,19.79,49.12,161.56,480.31,19.79,19.79,217.23,48.03,385.34,384.25,28.38,64.41,21.83,175.75,19.79,19.79,98.25,19.79,19.79,22.92,58.95,21.83,38.21,19.79,19.79,28.38,113.53,229.24,1970.37,19.79,2782.53,22.92,19.79,42.57,19.79,916.96,19.79,50.21,19.79,766.32,1246.63,39.3,3558.67,124.44,19.79,1011.93,1577.39,298.01,111.34,326.39,1295.75,1498.79,91.7,252.16,101.52,148.46,489.04,25.11,330.76,670.25,1285.93,66.59,30.57,513.06,866.74,800.16,352.59,147.37,880.94,718.28,3176.61,1292.47,3412.4,596.02,25.11,1091.62,1308.85,1039.22,385.34,252.16,19.79,19.79,26.2,19.79,70.96,53.49,45.85,34.93,25.11,371.15,148.46,125.54,398.44,351.5,383.16,759.77,53.49,203.04,1226.98,1017.39,25.11,19.79,837.27,94.97,11821.12,7603.11,19.79,582.92,40.39,415.91,421.36,1208.42,1016.3,102.61,157.19,80.78,1605.77,253.26,42.57,30.57,456.3,784.87,280.55,1524.99,125.54,19.79,19.79,21.83,21.83,19.79,19.79,22.92,450.84,1225.89,244.52,1399.45,1497.7,693.18,351.5,2962.65,19.79,2004.21,608.03,172.48,326.39,101.52,19.79,19.79,366.78,26.2,19.79,237.97,480.31,209.59,58.95,56.76,56.76,376.61,268.54,955.17,19.79,19.79,112.44,31.66,723.74,38.21,85.15,19.79,19.79,1088.34,1610.14,72.05,771.77,113.53,64.41,151.73,684.44,858.01,25.11,185.57,398.44,1786.98,3665.65,355.87,150.64,84.05,513.06,19.79,290.37,19.79,93.88,311.11,162.65,31.66,21.83,93.88,19.79,19.79,21.83,63.31,33.84,5074.93,1651.62,681.17,133.18,19.79,98.25,19.79,128.81,19.79,177.93,65.5,390.8,19.79,3447.33,19.79,2017.31,19.79,1075.24,31.66,19.79,781.6,38.21,507.6,832.9,902.77,1094.89,715.01,153.92,148.46,7384.79,65.5,211.77,19.79,201.95,175.75,187.76,430.1,197.58,19.79,533.8,37.11,6347.75,19.79,164.83,543.63,1237.89,24.02,4567.33,19.79,19.79,19.79,19.79,19.79,322.03,19.79,7140.27,1650.53,24.02,31.66,80.78,112.44,253.26,299.1,409.36,36.02,141.91,129.9,54.58,2147.21,760.86,415.91,24.02,90.6,19.79,19.79,19.79,19.79,232.51,19.79,36.02,307.84,19.79,19.79,1182.22,144.09,699.73,725.93,2163.59,242.34,1186.59,1516.26,19.79,1324.13,19.79,180.12,259.8,2236.72,456.3,163.74,1448.58,582.92,165.93,391.89,1491.15,72.05,260.9,1235.71,1549,31.66,342.77,470.49,19.79,117.89,237.97,231.42,67.68,3534.66,251.07,1472.59,28.38,1253.18,110.25,856.92,56.76,733.57,42.57,19.79,120.08,387.52,103.7,6083.58,19.79,19.79,19.79,22.92,289.28,782.69,31.66,45.85,1076.33,1800.08,49.12,164.83,72.05,1773.88,19.79,415.91,53.49,784.87,425.73,19.79,19.79,170.29,170.29,451.93,445.38,19.79,19.79,124.44,209.59,294.74,2322.96,19.79,19.79,152.83,17962.56,610.21,24369.26,19.79,670.25,19.79,19.79,77.5,28.38,78.6,223.78,19.79,482.49,519.61,19.79
PX-03,20.78,174.94,125.82,20.78,263.7,25.85,158.56,20.78,20.78,543.77,128.4,20.78,6307.23,1258.17,2843.81,20.78,20.78,421.4,49.98,20.78,320.58,523.95,51.71,31.02,262.84,255.94,491.2,37.06,24.99,21.54,106,746.29,834.19,234.4,10946.96,1463.27,95.66,35.33,32.75,58.6,269.73,1482.23,415.37,316.27,361.94,20.78,30.16,618.74,20.78,20.78,24.13,20.78,144.78,64.63,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,110.31,390.38,55.15,1347.8,57.74,305.06,2654.23,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,118.92,199.07,268.87,3266.94,20.78,20.78,536.88,1011.71,660.97,383.48,75.84,147.36,115.48,262.84,20.78,71.53,1926.04,113.75,102.55,1547.72,246.46,163.73,24.13,20.78,106,222.33,20.78,257.67,46.54,20.78,20.78,264.56,131.85,546.36,1428.8,474.83,30.16,20.78,268.87,75.84,20.78,1795.91,239.57,141.33,1239.21,1090.99,22.41,458.46,785.93,174.94,167.18,2353.47,4142.49,1894.15,1507.22,564.45,8353.06,23.27,1040.15,420.54,336.09,1639.93,480.86,308.51,20.78,5965.11,317.13,496.37,23.27,1535.66,144.78,646.32,191.31,237.85,193.03,545.5,1054.8,3023.06,2012.21,67.22,22.41,20.78,93.07,44.81,35.33,50.84,1356.41,20.78,200.79,20.78,763.52,37.06,328.33,1264.2,512.75,79.28,36.19,20.78,617.88,20.78,20.78,268.87,20.78,25.85,20.78,1789.02,46.54,805.75,1035.84,39.64,20.78,43.95,44.81,20.78,2253.51,20.78,6919.08,2207.83,20.78,20.78,20.78,20.78,97.38,20.78,635.12,87.9,15733.18,651.49,20.78,2448.26,112.03,20.78,20.78,20.78,20.78,20.78,99.1,20.78,20.78,79.28,24.99,216.3,20.78,1278.85,6913.05,110.31,1764.03,97.38,94.79,2401.73,1611.49,1620.97,24.99,327.47,20.78,20.78,253.36,69.8,20.78,1874.33,20.78,20.78,241.29,20.78,24.99,20.78,52.57,55.15,350.74,68.08,827.29,20.78,3495.31,804.02,20.78,1514.98,131.85,43.09,59.46,527.4,1478.78,113.75,161.15,4808.63,199.93,10202.4,118.06,83.59,20.78,620.47,20.78,1383.13,20.78,32.75,1545.14,20.78,209.41,1658.89,20.78,22.41,2343.99,383.48,184.42,1755.41,1007.4,734.22,985.86,137.02,21.54,152.53,2356.92,15270.42,25384.05,6732.08,536.02,1084.1,180.11,1963.09,3400.51,910.88,534.29,8924.4,9901.64,2097.53,1417.6,10235.14,4086.47,762.66,43.95,24.13,158.56,438.64,3764.17,54.29,143.91,56.88,43.09,992.75,70.66,130.13,155.12,174.08,558.42,6889.78,16813.83,20.78,20.78,20.78,20.78,20.78,253.36,1539.11,20.78,55.15,1530.49,20.78,20.78,581.69,878.14,20.78,233.54,330.05,251.63,20.78,2182.84,20.78,61.19,20.78,20.78,95.66,20.78,24.99,1004.81,20.78,48.26,446.39,2988.59,20.78,20.78,20.78,1195.26,20.78,84.45,161.15,299.89,20.78,20.78,290.41,33.61,317.13,317.99,23.27,24.99,20.78,241.29,20.78,20.78,122.37,20.78,20.78,20.78,49.12,20.78,27.58,20.78,20.78,20.78,71.53,388.65,1770.92,20.78,2202.66,20.78,22.41,49.98,20.78,760.07,20.78,36.19,20.78,576.52,1278.85,29.3,2759.36,100.83,20.78,1110.81,1350.38,311.96,96.52,389.52,1181.48,1266.79,82.73,244.74,109.44,130.13,389.52,29.3,275.76,573.07,1211.64,38.78,20.78,155.98,935.01,831.6,337.81,144.78,1106.5,743.7,2484.46,953.97,3349.67,217.16,20.78,1020.33,1215.95,1195.26,433.47,110.31,20.78,26.71,22.41,20.78,21.54,26.71,71.53,64.63,20.78,866.93,251.63,312.82,685.1,607.54,632.53,1502.05,126.68,211.99,1176.3,882.44,26.71,20.78,1064.28,114.61,10990.05,3449.63,20.78,437.77,20.78,293,464.49,1115.98,796.27,165.46,103.41,84.45,1206.47,387.79,122.37,20.78,586.86,926.39,304.2,1270.24,158.56,20.78,20.78,20.78,20.78,21.54,20.78,21.54,480,896.23,218.89,1275.41,1278.85,614.44,303.34,2396.56,20.78,2015.66,442.08,180.11,341.26,29.3,20.78,20.78,406.75,20.78,20.78,236.98,324.88,189.59,51.71,71.53,103.41,416.23,258.53,741.11,20.78,20.78,130.13,23.27,469.66,20.78,53.43,20.78,20.78,756.63,1632.18,101.69,731.64,214.58,45.67,208.55,877.27,853.14,20.78,169.77,322.3,1395.19,7296.54,545.5,177.52,88.76,508.44,20.78,287.83,23.27,45.67,272.32,93.93,20.78,20.78,67.22,20.78,37.06,21.54,56.88,73.25,3774.52,1744.21,721.29,161.15,20.78,110.31,20.78,102.55,20.78,156.84,43.95,441.22,20.78,1504.64,20.78,3113.54,20.78,947.94,27.58,20.78,772.14,78.42,670.45,953.97,1009.12,1328.84,745.42,164.6,147.36,6708.81,73.25,236.98,20.78,178.38,217.16,137.02,530.85,153.39,20.78,579.1,20.78,10119.67,20.78,165.46,723.02,1625.28,20.78,8061.78,20.78,20.78,20.78,20.78,20.78,411.06,20.78,5556.64,1527.9,20.78,23.27,68.08,87.04,471.38,554.11,581.69,30.16,104.27,137.88,128.4,2114.76,715.26,447.25,30.16,80.14,23.27,20.78,20.78,20.78,311.96,20.78,20.78,247.33,20.78,20.78,1084.1,131.85,785.93,662.69,1833.83,257.67,1128.91,1372.79,20.78,1186.65,24.13,262.84,115.48,1712.32,507.58,211.13,1733.86,1075.48,236.98,710.09,1517.56,53.43,217.16,903.13,1505.5,20.78,230.95,208.55,20.78,138.74,240.43,404.17,92.21,3802.95,187.86,1465.86,33.61,743.7,170.63,793.68,117.2,646.32,35.33,20.78,170.63,336.09,87.9,5602.31,20.78,20.78,20.78,28.44,177.52,866.93,24.99,24.13,1061.69,1780.4,27.58,180.11,69.8,1670.96,20.78,469.66,58.6,759.21,411.92,20.78,20.78,71.53,156.84,464.49,502.41,20.78,20.78,116.34,203.38,311.1,1626.14,20.78,20.78,177.52,17490.31,667.87,21220.88,20.78,573.93,64.63,20.78,78.42,20.78,62.05,293,20.78,453.29,805.75,20.78
PX-06,23.96,86.26,146.35,23.96,183.18,38.77,143.44,23.96,23.96,345.04,140.54,23.96,9497.33,1323.95,2293.16,23.96,23.96,593.16,160.89,23.96,313.06,513.68,68.81,40.71,219.04,239.4,587.34,40.71,23.96,26.17,87.23,756.96,923.66,278.16,10514.04,2455.02,119.21,26.17,23.96,43.61,214.2,1904.51,432.27,410.95,386.72,23.96,23.96,480.73,23.96,23.96,34.89,23.96,121.15,56.21,23.96,26.17,23.96,23.96,23.96,23.96,23.96,23.96,104.68,294.64,45.55,1683.53,78.51,266.53,2603.31,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,23.96,32.95,46.52,110.49,1693.22,23.96,23.96,612.54,999.26,815.11,620.3,77.54,83.35,138.6,282.04,23.96,62.03,2510.26,81.41,155.07,1431.53,207.41,117.27,26.17,23.96,115.34,288.83,23.96,163.8,25.2,23.96,23.96,267.5,158.95,376.06,864.54,337.29,42.65,23.96,252.96,117.27,23.96,1906.44,343.1,151.2,821.89,844.19,35.86,344.07,1032.21,228.73,215.17,2639.17,5569.1,1743.62,922.69,669.73,9202.69,29.08,1038.03,450.68,275.26,1889.97,624.17,273.32,23.96,6832.96,334.38,471.04,27.14,1154.33,132.78,717.22,241.33,89.17,73.66,420.64,793.79,4199.6,1513.91,54.28,37.8,23.96,136.66,47.49,37.8,69.78,1538.14,23.96,213.23,23.96,1092.3,26.17,376.06,1258.04,695.9,93.04,42.65,50.4,942.08,23.96,23.96,156.04,23.96,23.96,23.96,1662.2,40.71,881.02,1788.2,30.05,23.96,79.48,46.52,23.96,2915.4,23.96,9698.93,2992.93,23.96,26.17,23.96,23.96,87.23,23.96,663.91,72.69,21609.6,305.3,23.96,1372.41,157.98,31.01,23.96,23.96,23.96,23.96,122.12,23.96,23.96,147.32,23.96,160.89,23.96,1565.28,9863.69,84.32,3143.16,83.35,59.12,3165.45,1621.5,1889.97,23.96,460.38,23.96,23.96,282.04,110.49,23.96,1749.43,23.96,23.96,230.67,23.96,23.96,23.96,58.15,57.18,496.24,34.89,1170.81,23.96,3490.14,770.53,23.96,1988.83,182.21,57.18,97.89,343.1,1435.41,129.87,257.81,6201.03,660.03,14216.43,36.83,74.63,23.96,693.96,23.96,1013.8,23.96,23.96,1811.46,23.96,260.72,1165,23.96,24.23,735.63,440.02,180.27,460.38,403.19,129.87,385.75,83.35,23.96,174.46,2817.51,19488.96,26394.61,3307.93,584.44,1142.7,184.15,1746.52,3940.82,23.96,23.96,9544.82,8996.25,2546.13,1920.98,10897.84,5934.5,706.56,38.77,23.96,249.09,400.29,4971.1,33.92,127.94,70.75,92.08,1158.21,100.8,124.06,182.21,270.41,899.43,6969.62,22424.71,23.96,25.2,23.96,24.23,23.96,254.9,1700,23.96,26.17,1664.14,23.96,23.96,654.22,1209.58,23.96,213.23,310.15,244.24,23.96,1777.54,23.96,41.68,23.96,23.96,102.74,23.96,23.96,1307.47,23.96,45.55,329.53,3271.1,23.96,23.96,23.96,1646.69,23.96,99.83,180.27,202.57,23.96,23.96,240.37,55.25,553.42,366.36,23.96,77.54,23.96,253.93,23.96,23.96,110.49,23.96,23.96,23.96,36.83,23.96,42.65,23.96,23.96,26.17,84.32,200.63,1863.8,23.96,2328.05,24.23,23.96,42.65,23.96,834.49,25.2,86.26,23.96,890.71,1578.85,32.95,2609.12,81.41,23.96,1010.89,1713.57,309.18,82.38,388.65,1570.13,1546.87,79.48,270.41,124.06,147.32,397.38,30.05,248.12,561.17,1354.96,38.77,36.83,320.81,823.83,957.58,373.15,139.57,990.54,1230.9,4262.6,1020.58,3579.31,357.64,23.96,1026.4,1261.92,1542.99,431.3,127.94,23.96,23.96,27.14,23.96,23.96,37.8,47.49,59.12,31.01,356.67,114.37,73.66,278.16,245.21,199.66,510.78,52.34,148.29,1566.25,1369.5,26.17,23.96,739.51,132.78,13168.71,3461.06,23.96,446.81,23.96,542.76,409.98,1503.25,1122.35,198.69,81.41,96.92,1543.96,408.04,184.15,23.96,656.16,621.27,341.16,1602.11,132.78,23.96,23.96,23.96,23.96,23.96,23.96,27.14,549.54,971.15,229.7,1667.05,1857.01,626.11,324.69,2615.91,23.96,2715.74,569.9,177.37,310.15,80.44,23.96,23.96,452.62,23.96,23.96,274.29,416.76,257.81,67.84,52.34,101.77,479.76,236.49,1347.21,23.96,23.96,160.89,23.96,392.53,26.17,23.96,23.96,23.96,1227.99,2064.43,79.48,847.09,102.74,64.94,211.29,741.45,787,23.96,237.46,377.99,1868.64,2519.96,551.48,206.44,73.66,528.22,23.96,339.22,26.17,45.55,256.84,165.74,35.86,23.96,52.34,23.96,23.96,23.96,65.91,54.28,4470.98,1914.2,764.71,120.18,23.96,94.98,23.96,125.03,23.96,126,40.71,386.72,23.96,2821.38,23.96,1626.34,23.96,1338.48,25.2,23.96,955.65,81.41,661,777.31,1129.13,1342.36,764.71,278.16,223.89,7174.12,83.35,271.38,23.96,185.12,208.38,142.47,454.56,190.94,23.96,401.25,23.96,6201.03,23.96,141.51,454.56,2085.75,23.96,6740.88,23.96,23.96,23.96,23.96,23.96,416.76,23.96,8053.2,1958.78,23.96,62.03,176.4,86.26,182.21,169.61,400.29,45.55,99.83,78.51,65.91,2461.8,782.16,443.9,67.84,98.86,23.96,23.96,23.96,23.96,238.43,23.96,23.96,292.7,23.96,23.96,1054.51,138.6,1360.78,975.03,2387.17,176.4,1334.61,1654.45,23.96,1683.53,24.23,257.81,149.26,1804.68,619.33,249.09,1953.94,341.16,208.38,258.78,1326.85,80.44,250.06,747.26,1643.79,23.96,314.03,331.47,23.96,149.26,302.39,146.35,69.78,4101.71,189,1879.31,27.14,1274.52,188.03,917.85,104.68,933.35,36.83,23.96,127.94,314.99,134.72,5963.57,23.96,23.96,23.96,23.96,136.66,864.54,34.89,33.92,1179.53,1910.32,44.58,190.94,73.66,2302.85,23.96,468.13,54.28,828.68,469.1,23.96,23.96,91.11,192.87,502.05,471.04,29.08,23.96,115.34,215.17,292.7,2373.61,23.96,23.96,157.98,17946.94,738.54,21201.56,23.96,713.34,61.06,23.96,169.61,23.96,58.15,117.27,23.96,506.9,461.35,23.96
